motivo_rejeicao,nome_original_csv,nome_limpo,spacy_pessoa,spacy_entidades,estado,data_publicacao,tipo_ato,cargo,orgao,fonte_url,arquivo_markdown,arquivo_csv,linha_csv
termo_administrativo,ASSISTENTE TÉCNICO DE TRÂNSITO,ASSISTENTE TÉCNICO DE TRÂNSITO,indisponivel,,RJ,2025-11-25,exoneracao,,do Departamento de Trânsito do Estado do Rio de Janeiro - DETRAN/RJ,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW10YVJFMXFZelJOZWtWMFVXdEZlVkY1TURCUFJHTjZURlZLUjA5RVRYUlNWRVpDVFd0SmVVNUZTa1pPYTFwSFRWUmpNMDU2VlhoTmVrazFUbEU5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-25.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,682
tem_numero;inicio_suspeito;termo_administrativo,VINCULADO À PRESIDÊNCIA - PRESI. PROC. SEI-220002/000443/2025,VINCULADO À PRESIDÊNCIA - PRESI. PROC. SEI-220002/000443/2025,indisponivel,,RJ,2025-11-25,exoneracao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW10YVJFMXFZelJOZWtWMFVXdEZlVkY1TURCUFJHTjZURlZLUjA5RVRYUlNWRVpDVFd0SmVVNUZTa1pPYTFwSFRWUmpNMDU2VlhoTmVrazFUbEU5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-25.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,711
menos_de_2_tokens;tem_numero,SEI-210001/144602/2025. ID: 2695909,SEI-210001/144602/2025,indisponivel,,RJ,2025-11-25,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW10YVJFMXFZelJOZWtWMFVXdEZlVkY1TURCUFJHTjZURlZLUjA5RVRYUlNWRVpDVFd0SmVVNUZTa1pPYTFwSFRWUmpNMDU2VlhoTmVrazFUbEU5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-25.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,713
tem_numero;frase_administrativa;termo_administrativo;muito_longo,LOTADA NA GERÊNCIA DE MICRO E PEQUENAS EMPRESAS - GEMPE. PROCESSO Nº SEI-220009/000367/2022,LOTADA NA GERÊNCIA DE MICRO E PEQUENAS EMPRESAS - GEMPE. PROCESSO Nº SEI-220009/000367/2022,indisponivel,,RJ,2025-11-24,exoneracao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDFSUmVrMXFTWHBPYWtGMFVXdE9SVkZUTURCU1ZWWkZURlZKZDFKRVRYUlJNRlY0VDFSWmVsRjZaM2RPYTFFMFRWUmpNMDU2VlhoTmVrMTRUVUU5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-24.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,756
inicio_suspeito;termo_administrativo,VINCULADO À GERÊNCIA DE MICRO E PEQUENAS EMPRESAS - GEMPE,VINCULADO À GERÊNCIA DE MICRO E PEQUENAS EMPRESAS - GEMPE,indisponivel,,RJ,2025-11-24,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDFSUmVrMXFTWHBPYWtGMFVXdE9SVkZUTURCU1ZWWkZURlZKZDFKRVRYUlJNRlY0VDFSWmVsRjZaM2RPYTFFMFRWUmpNMDU2VlhoTmVrMTRUVUU5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-24.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,757
tem_numero;frase_administrativa;termo_administrativo,LOTADA NA AUDITORIA INTERNA - AUDIT. PROCESSO Nº SEI-220002/000208/2024,LOTADA NA AUDITORIA INTERNA - AUDIT. PROCESSO Nº SEI-220002/000208/2024,indisponivel,,RJ,2025-11-24,exoneracao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDFSUmVrMXFTWHBPYWtGMFVXdE9SVkZUTURCU1ZWWkZURlZKZDFKRVRYUlJNRlY0VDFSWmVsRjZaM2RPYTFFMFRWUmpNMDU2VlhoTmVrMTRUVUU5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-24.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,758
inicio_suspeito;termo_administrativo,VINCULADA À AUDITORIA INTERNA - AUDIT,VINCULADA À AUDITORIA INTERNA - AUDIT,indisponivel,,RJ,2025-11-24,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDFSUmVrMXFTWHBPYWtGMFVXdE9SVkZUTURCU1ZWWkZURlZKZDFKRVRYUlJNRlY0VDFSWmVsRjZaM2RPYTFFMFRWUmpNMDU2VlhoTmVrMTRUVUU5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-24.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,759
inicio_suspeito;termo_administrativo,VINCULADA À GERÊNCIA DE GESTÃO DE PESSOAS - GEGEP,VINCULADA À GERÊNCIA DE GESTÃO DE PESSOAS - GEGEP,indisponivel,,RJ,2025-11-24,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDFSUmVrMXFTWHBPYWtGMFVXdE9SVkZUTURCU1ZWWkZURlZKZDFKRVRYUlJNRlY0VDFSWmVsRjZaM2RPYTFFMFRWUmpNMDU2VlhoTmVrMTRUVUU5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-24.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,760
tem_numero;frase_administrativa;termo_administrativo,DOCUMENTAÇÃO E MANUTENÇÃO - GEADM. PROCESSO Nº SEI- 220002/000275/2024,DOCUMENTAÇÃO E MANUTENÇÃO - GEADM. PROCESSO Nº SEI- 220002/000275/2024,indisponivel,,RJ,2025-11-24,exoneracao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDFSUmVrMXFTWHBPYWtGMFVXdE9SVkZUTURCU1ZWWkZURlZKZDFKRVRYUlJNRlY0VDFSWmVsRjZaM2RPYTFFMFRWUmpNMDU2VlhoTmVrMTRUVUU5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-24.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,761
inicio_suspeito;termo_administrativo,VINCULADO À GERÊNCIA DE GESTÃO DE PESSOAS - GEGEP,VINCULADO À GERÊNCIA DE GESTÃO DE PESSOAS - GEGEP,indisponivel,,RJ,2025-11-24,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDFSUmVrMXFTWHBPYWtGMFVXdE9SVkZUTURCU1ZWWkZURlZKZDFKRVRYUlJNRlY0VDFSWmVsRjZaM2RPYTFFMFRWUmpNMDU2VlhoTmVrMTRUVUU5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-24.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,762
tem_numero,ID: 2695507,ID: 2695507,indisponivel,,RJ,2025-11-24,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDFSUmVrMXFTWHBPYWtGMFVXdE9SVkZUTURCU1ZWWkZURlZKZDFKRVRYUlJNRlY0VDFSWmVsRjZaM2RPYTFFMFRWUmpNMDU2VlhoTmVrMTRUVUU5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-24.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,764
tem_numero;frase_administrativa;termo_administrativo,CONTROLADORIA E ADMINISTRAÇÃO - DISOP. PROCESSO Nº SEI-220002/000451/2025,CONTROLADORIA E ADMINISTRAÇÃO - DISOP. PROCESSO Nº SEI-220002/000451/2025,indisponivel,,RJ,2025-11-14,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSak0xSlVaekJOYW1OMFRYcEdSazVETURCTmVrVjNURlZGTUUxclNYUlJhMWt5VGxWWk0wMHdXVEJTYTA1Q1RWUmpNMDU2VlhoTmVsRjNUbWM5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-14.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,959
tem_numero;termo_administrativo,AUDITOR FISCAL DA RECEITA ESTADUAL 2ª CATEGORIA,AUDITOR FISCAL DA RECEITA ESTADUAL 2ª CATEGORIA,indisponivel,,RJ,2025-11-12,exoneracao,do cargo em comissão de Assessor,da Subsecretaria de Tecnolo- gia da Informação e Comunicação,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVRCWmVFNXFhM2xOYWtWMFVWVlJNVkZwTURCT1JFMTNURlJyZDFGVVdYUk9hMDE2VFVSR1JWSnFhelZPUkVwQ1RWUmpNMDU2VlhoTmVsRjZUbWM5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-12.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,977
inicio_suspeito;termo_administrativo,CONFORME PRECEITUA O,CONFORME PRECEITUA O,indisponivel,,RJ,2025-11-10,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG1wTmVGRnFaM2xPYWtWMFQxUlJkMUpUTURCT1JWSkNURlZGTTAxNldYUlNSVVpFVW1wQk1FNXFaRU5TYTBaSFRWUmpNMDU2VlhoTmVsRXhUMEU5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-10.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,1032
menos_de_2_tokens;tem_numero,SEI-210001/2090/2025. ID: 2692148,SEI-210001/2090/2025,indisponivel,,RJ,2025-11-07,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtWUk0wMVVSa1pOVlUxMFVUQkZlVkpUTURCU1JFbDRURlZKTTFGcVNYUlBWRVV6VFdwSmQwMXJTVEZTVkVKR1RWUmpNMDU2VlhoTmVsRXlUbmM5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-07.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,1106
inicio_suspeito,AS ATAS DAS REUNIÕES,AS ATAS DAS REUNIÕES,indisponivel,,RJ,2025-11-07,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtWUk0wMVVSa1pOVlUxMFVUQkZlVkpUTURCU1JFbDRURlZKTTFGcVNYUlBWRVV6VFdwSmQwMXJTVEZTVkVKR1RWUmpNMDU2VlhoTmVsRXlUbmM5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-07.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,1107
tem_numero;frase_administrativa;termo_administrativo,CONTROLADORIA E ADMINISTRAÇÃO - DISOP. PROCESSO Nº SEI-220002/000442/2025,CONTROLADORIA E ADMINISTRAÇÃO - DISOP. PROCESSO Nº SEI-220002/000442/2025,indisponivel,,RJ,2025-11-06,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW10Wk1sRlVaM2xPYW1kMFVsVktRazVUTURCU2FsVTBURlZKTkZGVWEzUlJWRUYzVW1wRk5VMVZVWGxOVkdjd1RWUmpNMDU2VlhoTmVsVjNUbWM5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-06.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,1143
tem_numero;inicio_suspeito;frase_administrativa;termo_administrativo,VINCULADO À PRESIDÊNCIA - PRESI. PROCESSO Nº SEI-220002/000443/2025,VINCULADO À PRESIDÊNCIA - PRESI. PROCESSO Nº SEI-220002/000443/2025,indisponivel,,RJ,2025-11-05,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFZSV1JVNVZXWGxPZWtGMFRsUm9SVTlUTURCT2Fsa3dURlJzUjAxcVRYUk9SVVV3VW1wVmVVOUZUa05SZWxwR1RWUmpNMDU2VlhoTmVsVjZUMEU5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-05.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,1209
inicio_suspeito;frase_administrativa;termo_administrativo,EM VAGA RESULTANTE DA TRANSFORMAÇÃO ESTABELECIDA PELO,EM VAGA RESULTANTE DA TRANSFORMAÇÃO ESTABELECIDA PELO,indisponivel,,RJ,2025-11-03,nomeacao,,da Fundação Anita Mantuano de Artes do Estado do Rio de Janeiro - FUNARJ,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFVWVmVWSnFhM2xPUkZGMFRsUkNSazVUTURCTlJWVXdURlZKZVUwd1VYUk5NRVV3VGxSWk1VNXFWa1JPUkZVd1RWUmpNMDU2VlhoTmVsVTBUa0U5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-03.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,1330
tem_numero;inicio_suspeito;termo_administrativo,CONFORME ARTIGO 2º A SEGUIR,CONFORME ARTIGO 2º A SEGUIR,indisponivel,,RJ,2025-10-29,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFZWVk5VNVZUVEZPUkZsMFRtcGpNVkpwTURCU1JVbDVURlZLUmxGcVJYUlNSRmsxVWxWU1ExSnJVWGhPUlVWM1RWUmpNMDU2VlhoTmVsbDVUVkU5UFE9PQ==,LAKE\RJ\2025\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-10-29.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,1389
termo_administrativo,AGENTE ADMINISTRATIVO,AGENTE ADMINISTRATIVO,indisponivel,,RJ,2025-10-23,exoneracao,do cargo em comissão de Auxiliar Técnico II,do Instituto de Terras e Cartografia do Estado do Rio de Janeiro - ITERJ,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDFWU1IxRXdUVFJOYW1kMFRVVlZlRkY1TURCU2FtYzFURlJuTUU1NlozUlBWRTVGVGxSa1FrNTZUVEJOYTA1R1RWUmpNMDU2VlhoTmVsa3pUa0U5UFE9PQ==,LAKE\RJ\2025\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-10-23.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,1447
inicio_suspeito;frase_administrativa;termo_administrativo,OS CANDIDATOS RELACIONADOS NO ANEXO DESTE,OS CANDIDATOS RELACIONADOS NO ANEXO DESTE,indisponivel,,RJ,2025-10-21,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWxSck0xSnFWWGRPVkVGMFVUQldSazVUTURCTlZGRjNURlJyTUU1NlRYUk5la1pDVDFSUk1WRnJVWGhTVkZaRlRWUmpNMDU2VlhoTmVtTjVUWGM5UFE9PQ==,LAKE\RJ\2025\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-10-21.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,1520
tem_numero;inicio_suspeito;frase_administrativa;termo_administrativo,VINCULADO À PRESIDÊNCIA - PRESI. PROCESSO Nº SEI-220002/000415/2025,VINCULADO À PRESIDÊNCIA - PRESI. PROCESSO Nº SEI-220002/000415/2025,indisponivel,,RJ,2025-10-21,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWxSck0xSnFWWGRPVkVGMFVUQldSazVUTURCTlZGRjNURlJyTUU1NlRYUk5la1pDVDFSUk1WRnJVWGhTVkZaRlRWUmpNMDU2VlhoTmVtTjVUWGM5UFE9PQ==,LAKE\RJ\2025\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-10-21.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,1574
inicio_suspeito;termo_administrativo,VINCULADO À GERÊNCIA DE GESTÃO DE RISCOS CORPORATIVOS - GERCO,VINCULADO À GERÊNCIA DE GESTÃO DE RISCOS CORPORATIVOS - GERCO,indisponivel,,RJ,2025-10-21,exoneracao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWxSck0xSnFWWGRPVkVGMFVUQldSazVUTURCTlZGRjNURlJyTUU1NlRYUk5la1pDVDFSUk1WRnJVWGhTVkZaRlRWUmpNMDU2VlhoTmVtTjVUWGM5UFE9PQ==,LAKE\RJ\2025\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-10-21.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,1575
inicio_suspeito;termo_administrativo,VINCULADA À GERÊNCIA DE OPERAÇÕES ESTRUTURADAS - GEOPE,VINCULADA À GERÊNCIA DE OPERAÇÕES ESTRUTURADAS - GEOPE,indisponivel,,RJ,2025-10-21,exoneracao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWxSck0xSnFWWGRPVkVGMFVUQldSazVUTURCTlZGRjNURlJyTUU1NlRYUk5la1pDVDFSUk1WRnJVWGhTVkZaRlRWUmpNMDU2VlhoTmVtTjVUWGM5UFE9PQ==,LAKE\RJ\2025\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-10-21.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,1576
inicio_suspeito;termo_administrativo,VINCULADO À GERÊNCIA DE ANÁLISE DE CRÉDITO - GERIC,VINCULADO À GERÊNCIA DE ANÁLISE DE CRÉDITO - GERIC,indisponivel,,RJ,2025-10-20,exoneracao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0Uk5FMUVWWGhPVlVWMFVUQlZOVkZUTURCU1ZFbDNURlZLUTAxRVZYUlJha2w0VWxWSk1VNUVSVEpOZWxaRFRWUmpNMDU2VlhoTmVtTjZUMEU5UFE9PQ==,LAKE\RJ\2025\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-10-20.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,1622
tem_numero;inicio_suspeito;frase_administrativa;termo_administrativo;muito_longo,DE ESTRATÉGIA CORPORATIVA E DE GESTÃO DE RISCOS - DIFIN. PROCESSO Nº SEI- 220002/000128/2024,DE ESTRATÉGIA CORPORATIVA E DE GESTÃO DE RISCOS - DIFIN. PROCESSO Nº SEI- 220002/000128/2024,indisponivel,,RJ,2025-10-20,exoneracao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0Uk5FMUVWWGhPVlVWMFVUQlZOVkZUTURCU1ZFbDNURlZLUTAxRVZYUlJha2w0VWxWSk1VNUVSVEpOZWxaRFRWUmpNMDU2VlhoTmVtTjZUMEU5UFE9PQ==,LAKE\RJ\2025\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-10-20.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,1623
inicio_suspeito;termo_administrativo,VINCULADO À SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO - SUTEC,VINCULADO À SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO - SUTEC,indisponivel,,RJ,2025-10-20,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0Uk5FMUVWWGhPVlVWMFVUQlZOVkZUTURCU1ZFbDNURlZLUTAxRVZYUlJha2w0VWxWSk1VNUVSVEpOZWxaRFRWUmpNMDU2VlhoTmVtTjZUMEU5UFE9PQ==,LAKE\RJ\2025\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-10-20.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,1624
tem_numero;inicio_suspeito;frase_administrativa;termo_administrativo,VINCULADO À PRESIDÊNCIA - PRESI. PROCESSO Nº SEI-220002/000414/2025,VINCULADO À PRESIDÊNCIA - PRESI. PROCESSO Nº SEI-220002/000414/2025,indisponivel,,RJ,2025-10-17,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVdwcmVWSkZXa2RQUkdOMFVXcFpOVkpUTURCT1ZGRXpURlZLUTFGclJYUlBWVVpEVWtSQk5FNXFWa2RTUlZWNFRWUmpNMDU2VlhoTmVtTXpUa0U5UFE9PQ==,LAKE\RJ\2025\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-10-17.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,1688
termo_administrativo,SUBSECRETARIA DE POLÍTICAS INCLUSIVAS,SUBSECRETARIA DE POLÍTICAS INCLUSIVAS,indisponivel,,RJ,2025-10-13,nomeacao,para exercer o cargo em comissão de Assis- tente II,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFVSc1IxSnFWWGhSVkd0MFVrUkZORkZUTURCTmVsa3lURlZLUlUxRlRYUk9hazB5VFVWU1IxSnFUVEZPYTBWNFRWUmpNMDU2VlhoTmVtY3lUMEU5UFE9PQ==,LAKE\RJ\2025\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-10-13.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,1864
termo_administrativo,SUBSECRETARIA DE POLÍTICAS INCLUSIVAS,SUBSECRETARIA DE POLÍTICAS INCLUSIVAS,indisponivel,,RJ,2025-10-13,nomeacao,para exercer o cargo em comissão de Assis- tente II,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFVSc1IxSnFWWGhSVkd0MFVrUkZORkZUTURCTmVsa3lURlZLUlUxRlRYUk9hazB5VFVWU1IxSnFUVEZPYTBWNFRWUmpNMDU2VlhoTmVtY3lUMEU5UFE9PQ==,LAKE\RJ\2025\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-10-13.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,1866
tem_numero;frase_administrativa;termo_administrativo,LOTADA NA GERÊNCIA DE MARKETING - GMARK. PROCESSO Nº SEI-220009/000385/2023,LOTADA NA GERÊNCIA DE MARKETING - GMARK. PROCESSO Nº SEI-220009/000385/2023,indisponivel,,RJ,2025-10-07,exoneracao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFVWUmVsSnJSVE5OTUZWMFVXdE9RazFwTURCUFZVWkVURlJyTkUwd1VYUk5hazAxVG5wU1EwOVVRVFJOYW1zeVRWUmpNMDU2VlhoTmVtczFUa0U5UFE9PQ==,LAKE\RJ\2025\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-10-07.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,2222
inicio_suspeito;termo_administrativo,VINCULADA À GERÊNCIA DE MARKETING - GMARK,VINCULADA À GERÊNCIA DE MARKETING - GMARK,indisponivel,,RJ,2025-10-07,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFVWUmVsSnJSVE5OTUZWMFVXdE9RazFwTURCUFZVWkVURlJyTkUwd1VYUk5hazAxVG5wU1EwOVVRVFJOYW1zeVRWUmpNMDU2VlhoTmVtczFUa0U5UFE9PQ==,LAKE\RJ\2025\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-10-07.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,2223
tem_numero;frase_administrativa;termo_administrativo,LOTADA NA GERÊNCIA DE MARKETING - GMARK. PROCESSO Nº SEI-220009/000313/2022,LOTADA NA GERÊNCIA DE MARKETING - GMARK. PROCESSO Nº SEI-220009/000313/2022,indisponivel,,RJ,2025-10-07,exoneracao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFVWUmVsSnJSVE5OTUZWMFVXdE9RazFwTURCUFZVWkVURlJyTkUwd1VYUk5hazAxVG5wU1EwOVVRVFJOYW1zeVRWUmpNMDU2VlhoTmVtczFUa0U5UFE9PQ==,LAKE\RJ\2025\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-10-07.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,2224
inicio_suspeito;termo_administrativo,VINCULADA À GERÊNCIA DE MARKETING - GMARK,VINCULADA À GERÊNCIA DE MARKETING - GMARK,indisponivel,,RJ,2025-10-07,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFVWUmVsSnJSVE5OTUZWMFVXdE9RazFwTURCUFZVWkVURlJyTkUwd1VYUk5hazAxVG5wU1EwOVVRVFJOYW1zeVRWUmpNMDU2VlhoTmVtczFUa0U5UFE9PQ==,LAKE\RJ\2025\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-10-07.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,2225
inicio_suspeito;termo_administrativo,VINCULADO À PRESIDÊNCIA - PRESI,VINCULADO À PRESIDÊNCIA - PRESI,indisponivel,,RJ,2025-10-01,exoneracao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGpCUk5GSkZUWHBOZWxsMFVrUkJNVTU1TURCUk1GcEVURlZLUkZGcVJYUk9NRkpEVFhwc1JWRjZWa0pQUkVrMFRWUmpNMDU2VlhoT1JFRTBUVkU5UFE9PQ==,LAKE\RJ\2025\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-10-01.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,2504
tem_numero;termo_administrativo,AUDITOR FISCAL DA RECEITA ESTADUAL DE 2ª CATEGORIA,AUDITOR FISCAL DA RECEITA ESTADUAL DE 2ª CATEGORIA,indisponivel,,RJ,2025-09-24,exoneracao,do cargo em comissão de Auditor Fiscal Chefe,da Superintendência de Fiscalização e Inteligência Fiscal,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVd0YVJrMHdSWGxOTUUxMFRWVlplbEpUTURCU2EwMTNURlJyTTA1NldYUlNWRnBFVFVWTk1sRXdXVFJTUlZKR1RWUmpNMDU2VlhoT1JFVXpUVkU5UFE9PQ==,LAKE\RJ\2025\09\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-09-24.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,2613
